"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"
"CR2"	"M"	15	0.0322	0.02576	0.03864
"CR3"	"M"	0.1	5e-04	4e-04	6e-04
"CR3"	"M"	0.2	0.001	8e-04	0.0012
"CR3"	"M"	0.3	0.0015	0.0012	0.0018
"CR3"	"M"	0.4	0.0021	0.00168	0.00252
"CR3"	"M"	0.5	0.0025	0.002	0.003
"CR3"	"M"	0.6	0.003	0.0024	0.0036
"CR3"	"M"	0.7	0.0034	0.00272	0.00408
"CR3"	"M"	0.8	0.0039	0.00312	0.00468
"CR3"	"M"	0.9	0.0043	0.00344	0.00516
"CR3"	"M"	1	0.0047	0.00376	0.00564
"CR3"	"M"	1.1	0.0051	0.00408	0.00612
"CR3"	"M"	1.2	0.0055	0.0044	0.0066
"CR3"	"M"	1.3	0.0059	0.00472	0.00708
"CR3"	"M"	1.4	0.0063	0.00504	0.00756
"CR3"	"M"	1.5	0.0066	0.00528	0.00792
"CR3"	"M"	1.6	0.007	0.0056	0.0084
"CR3"	"M"	1.7	0.0073	0.00584	0.00876
"CR3"	"M"	1.8	0.0076	0.00608	0.00912
"CR3"	"M"	1.9	0.008	0.0064	0.0096
"CR3"	"M"	2	0.0083	0.00664	0.00996
"CR3"	"M"	2.1	0.0086	0.00688	0.01032
"CR3"	"M"	2.2	0.009	0.0072	0.0108
"CR3"	"M"	2.3	0.0092	0.00736	0.01104
"CR3"	"M"	2.4	0.0095	0.0076	0.0114
"CR3"	"M"	2.5	0.0098	0.00784	0.01176
"CR3"	"M"	2.6	0.0101	0.00808	0.01212
"CR3"	"M"	2.7	0.0104	0.00832	0.01248
"CR3"	"M"	2.8	0.0106	0.00848	0.01272
"CR3"	"M"	2.9	0.0109	0.00872	0.01308
"CR3"	"M"	3	0.0112	0.00896	0.01344
"CR3"	"M"	3.1	0.0114	0.00912	0.01368
"CR3"	"M"	3.2	0.0117	0.00936	0.01404
"CR3"	"M"	3.3	0.0119	0.00952	0.01428
"CR3"	"M"	3.4	0.0121	0.00968	0.01452
"CR3"	"M"	3.5	0.0124	0.00992	0.01488
"CR3"	"M"	3.6	0.0126	0.01008	0.01512
"CR3"	"M"	3.7	0.0128	0.01024	0.01536
"CR3"	"M"	3.8	0.0131	0.01048	0.01572
"CR3"	"M"	3.9	0.0133	0.01064	0.01596
"CR3"	"M"	4	0.0135	0.0108	0.0162
"CR3"	"M"	4.1	0.0137	0.01096	0.01644
"CR3"	"M"	4.2	0.0139	0.01112	0.01668
"CR3"	"M"	4.3	0.0141	0.01128	0.01692
"CR3"	"M"	4.4	0.0143	0.01144	0.01716
"CR3"	"M"	4.5	0.0145	0.0116	0.0174
"CR3"	"M"	4.6	0.0147	0.01176	0.01764
"CR3"	"M"	4.7	0.0149	0.01192	0.01788
"CR3"	"M"	4.8	0.015	0.012	0.018
"CR3"	"M"	4.9	0.0152	0.01216	0.01824
"CR3"	"M"	5	0.0154	0.01232	0.01848
"CR3"	"M"	5.1	0.0156	0.01248	0.01872
"CR3"	"M"	5.2	0.0158	0.01264	0.01896
"CR3"	"M"	5.3	0.0159	0.01272	0.01908
"CR3"	"M"	5.4	0.0161	0.01288	0.01932
"CR3"	"M"	5.5	0.0163	0.01304	0.01956
"CR3"	"M"	5.6	0.0164	0.01312	0.01968
"CR3"	"M"	5.7	0.0166	0.01328	0.01992
"CR3"	"M"	5.8	0.0167	0.01336	0.02004
"CR3"	"M"	5.9	0.0169	0.01352	0.02028
"CR3"	"M"	6	0.017	0.0136	0.0204
"CR3"	"M"	6.1	0.0172	0.01376	0.02064
"CR3"	"M"	6.2	0.0173	0.01384	0.02076
"CR3"	"M"	6.3	0.0175	0.014	0.021
"CR3"	"M"	6.4	0.0176	0.01408	0.02112
"CR3"	"M"	6.5	0.0177	0.01416	0.02124
"CR3"	"M"	6.6	0.0179	0.01432	0.02148
"CR3"	"M"	6.7	0.018	0.0144	0.0216
"CR3"	"M"	6.8	0.0181	0.01448	0.02172
"CR3"	"M"	6.9	0.0183	0.01464	0.02196
"CR3"	"M"	7	0.0184	0.01472	0.02208
"CR3"	"M"	7.1	0.0186	0.01488	0.02232
"CR3"	"M"	7.2	0.0187	0.01496	0.02244
"CR3"	"M"	7.3	0.0188	0.01504	0.02256
"CR3"	"M"	7.4	0.0189	0.01512	0.02268
"CR3"	"M"	7.5	0.019	0.0152	0.0228
"CR3"	"M"	7.6	0.0192	0.01536	0.02304
"CR3"	"M"	7.7	0.0192	0.01536	0.02304
"CR3"	"M"	7.8	0.0194	0.01552	0.02328
"CR3"	"M"	7.9	0.0195	0.0156	0.0234
"CR3"	"M"	8	0.0196	0.01568	0.02352
"CR3"	"M"	8.1	0.0197	0.01576	0.02364
"CR3"	"M"	8.2	0.0198	0.01584	0.02376
"CR3"	"M"	8.3	0.0199	0.01592	0.02388
"CR3"	"M"	8.4	0.02	0.016	0.024
"CR3"	"M"	8.5	0.0201	0.01608	0.02412
"CR3"	"M"	8.6	0.0202	0.01616	0.02424
"CR3"	"M"	8.7	0.0204	0.01632	0.02448
"CR3"	"M"	8.8	0.0204	0.01632	0.02448
"CR3"	"M"	8.9	0.0205	0.0164	0.0246
"CR3"	"M"	9	0.0206	0.01648	0.02472
"CR3"	"M"	9.1	0.0207	0.01656	0.02484
"CR3"	"M"	9.2	0.0208	0.01664	0.02496
"CR3"	"M"	9.3	0.0209	0.01672	0.02508
"CR3"	"M"	9.4	0.021	0.0168	0.0252
"CR3"	"M"	9.5	0.0211	0.01688	0.02532
"CR3"	"M"	9.6	0.0212	0.01696	0.02544
"CR3"	"M"	9.7	0.0213	0.01704	0.02556
"CR3"	"M"	9.8	0.0214	0.01712	0.02568
"CR3"	"M"	9.9	0.0215	0.0172	0.0258
"CR3"	"M"	10	0.0216	0.01728	0.02592
"CR3"	"M"	10.1	0.0216	0.01728	0.02592
"CR3"	"M"	10.2	0.0217	0.01736	0.02604
"CR3"	"M"	10.3	0.0218	0.01744	0.02616
"CR3"	"M"	10.4	0.0219	0.01752	0.02628
"CR3"	"M"	10.5	0.022	0.0176	0.0264
"CR3"	"M"	10.6	0.022	0.0176	0.0264
"CR3"	"M"	10.7	0.0221	0.01768	0.02652
"CR3"	"M"	10.8	0.0222	0.01776	0.02664
"CR3"	"M"	10.9	0.0223	0.01784	0.02676
"CR3"	"M"	11	0.0223	0.01784	0.02676
"CR3"	"M"	11.1	0.0224	0.01792	0.02688
"CR3"	"M"	11.2	0.0225	0.018	0.027
"CR3"	"M"	11.3	0.0226	0.01808	0.02712
"CR3"	"M"	11.4	0.0226	0.01808	0.02712
"CR3"	"M"	11.5	0.0227	0.01816	0.02724
"CR3"	"M"	11.6	0.0228	0.01824	0.02736
"CR3"	"M"	11.7	0.0229	0.01832	0.02748
"CR3"	"M"	11.8	0.0229	0.01832	0.02748
"CR3"	"M"	11.9	0.023	0.0184	0.0276
"CR3"	"M"	12	0.0231	0.01848	0.02772
"CR3"	"M"	12.1	0.0232	0.01856	0.02784
"CR3"	"M"	12.2	0.0232	0.01856	0.02784
"CR3"	"M"	12.3	0.0233	0.01864	0.02796
"CR3"	"M"	12.4	0.0233	0.01864	0.02796
"CR3"	"M"	12.5	0.0234	0.01872	0.02808
"CR3"	"M"	12.6	0.0235	0.0188	0.0282
"CR3"	"M"	12.7	0.0235	0.0188	0.0282
"CR3"	"M"	12.8	0.0236	0.01888	0.02832
"CR3"	"M"	12.9	0.0237	0.01896	0.02844
"CR3"	"M"	13	0.0237	0.01896	0.02844
"CR3"	"M"	13.1	0.0238	0.01904	0.02856
"CR3"	"M"	13.2	0.0238	0.01904	0.02856
"CR3"	"M"	13.3	0.0239	0.01912	0.02868
"CR3"	"M"	13.4	0.0239	0.01912	0.02868
"CR3"	"M"	13.5	0.024	0.0192	0.0288
"CR3"	"M"	13.6	0.0241	0.01928	0.02892
"CR3"	"M"	13.7	0.0241	0.01928	0.02892
"CR3"	"M"	13.8	0.0242	0.01936	0.02904
"CR3"	"M"	13.9	0.0243	0.01944	0.02916
"CR3"	"M"	14	0.0243	0.01944	0.02916
"CR3"	"M"	14.1	0.0244	0.01952	0.02928
"CR3"	"M"	14.2	0.0244	0.01952	0.02928
"CR3"	"M"	14.3	0.0245	0.0196	0.0294
"CR3"	"M"	14.4	0.0245	0.0196	0.0294
"CR3"	"M"	14.5	0.0246	0.01968	0.02952
"CR3"	"M"	14.6	0.0246	0.01968	0.02952
"CR3"	"M"	14.7	0.0247	0.01976	0.02964
"CR3"	"M"	14.8	0.0247	0.01976	0.02964
"CR3"	"M"	14.9	0.0248	0.01984	0.02976
"CR3"	"M"	15	0.0248	0.01984	0.02976
"CR4"	"M"	0.1	0.0056	0.00448	0.0067
"CR4"	"M"	0.2	0.0106	0.00848	0.01272
"CR4"	"M"	0.3	0.0152	0.01216	0.01824
"CR4"	"M"	0.4	0.0195	0.0156	0.0233
"CR4"	"M"	0.5	0.0234	0.01872	0.0279
"CR4"	"M"	0.6	0.027	0.0216	0.0321
"CR4"	"M"	0.7	0.0302	0.0243	0.036
"CR4"	"M"	0.8	0.0333	0.0268	0.0395
"CR4"	"M"	0.9	0.0361	0.0292	0.0428
"CR4"	"M"	1	0.0388	0.0314	0.0458
"CR4"	"M"	1.1	0.0412	0.0336	0.0486
"CR4"	"M"	1.2	0.0435	0.0356	0.0512
"CR4"	"M"	1.3	0.0456	0.0374	0.0536
"CR4"	"M"	1.4	0.0476	0.0391	0.0558
"CR4"	"M"	1.5	0.0495	0.0408	0.0579
"CR4"	"M"	1.6	0.0513	0.0424	0.0599
"CR4"	"M"	1.7	0.0529	0.0439	0.0618
"CR4"	"M"	1.8	0.0545	0.0453	0.0635
"CR4"	"M"	1.9	0.056	0.0466	0.0651
"CR4"	"M"	2	0.0574	0.0479	0.0666
"CR4"	"M"	2.1	0.0587	0.0491	0.0681
"CR4"	"M"	2.2	0.06	0.0503	0.0695
"CR4"	"M"	2.3	0.0612	0.0514	0.0708
"CR4"	"M"	2.4	0.0623	0.0524	0.072
"CR4"	"M"	2.5	0.0634	0.0534	0.0732
"CR4"	"M"	2.6	0.0644	0.0544	0.0743
"CR4"	"M"	2.7	0.0654	0.0553	0.0754
"CR4"	"M"	2.8	0.0663	0.0562	0.0764
"CR4"	"M"	2.9	0.0672	0.057	0.0774
"CR4"	"M"	3	0.068	0.0578	0.0782
"CR4"	"M"	3.1	0.0689	0.0586	0.0791
"CR4"	"M"	3.2	0.0697	0.0594	0.08
"CR4"	"M"	3.3	0.0704	0.0601	0.0808
"CR4"	"M"	3.4	0.0712	0.0608	0.0815
"CR4"	"M"	3.5	0.0718	0.0614	0.0823
"CR4"	"M"	3.6	0.0725	0.0621	0.083
"CR4"	"M"	3.7	0.0732	0.0627	0.0837
"CR4"	"M"	3.8	0.0738	0.0633	0.0843
"CR4"	"M"	3.9	0.0744	0.0639	0.085
"CR4"	"M"	4	0.075	0.0644	0.0856
"CR4"	"M"	4.1	0.0755	0.065	0.0862
"CR4"	"M"	4.2	0.076	0.0655	0.0867
"CR4"	"M"	4.3	0.0766	0.066	0.0873
"CR4"	"M"	4.4	0.077	0.0665	0.0878
"CR4"	"M"	4.5	0.0775	0.067	0.0883
"CR4"	"M"	4.6	0.078	0.0675	0.0888
"CR4"	"M"	4.7	0.0785	0.0679	0.0893
"CR4"	"M"	4.8	0.0789	0.0683	0.0897
"CR4"	"M"	4.9	0.0793	0.0688	0.0902
"CR4"	"M"	5	0.0797	0.0692	0.0906
"CR4"	"M"	5.1	0.0801	0.0696	0.091
"CR4"	"M"	5.2	0.0805	0.07	0.0914
"CR4"	"M"	5.3	0.0809	0.0703	0.0918
"CR4"	"M"	5.4	0.0813	0.0707	0.0922
"CR4"	"M"	5.5	0.0816	0.0711	0.0925
"CR4"	"M"	5.6	0.0819	0.0714	0.0929
"CR4"	"M"	5.7	0.0823	0.0717	0.0932
"CR4"	"M"	5.8	0.0826	0.0721	0.0936
"CR4"	"M"	5.9	0.0829	0.0724	0.0939
"CR4"	"M"	6	0.0833	0.0727	0.0942
"CR4"	"M"	6.1	0.0836	0.073	0.0945
"CR4"	"M"	6.2	0.0838	0.0733	0.0949
"CR4"	"M"	6.3	0.0841	0.0736	0.0951
"CR4"	"M"	6.4	0.0844	0.0739	0.0954
"CR4"	"M"	6.5	0.0847	0.0741	0.0957
"CR4"	"M"	6.6	0.0849	0.0744	0.096
"CR4"	"M"	6.7	0.0852	0.0747	0.0963
"CR4"	"M"	6.8	0.0854	0.075	0.0965
"CR4"	"M"	6.9	0.0857	0.0752	0.0968
"CR4"	"M"	7	0.086	0.0754	0.097
"CR4"	"M"	7.1	0.0862	0.0757	0.0973
"CR4"	"M"	7.2	0.0864	0.0759	0.0975
"CR4"	"M"	7.3	0.0866	0.0761	0.0977
"CR4"	"M"	7.4	0.0868	0.0764	0.0979
"CR4"	"M"	7.5	0.0871	0.0766	0.0982
"CR4"	"M"	7.6	0.0873	0.0768	0.0984
"CR4"	"M"	7.7	0.0875	0.077	0.0986
"CR4"	"M"	7.8	0.0877	0.0772	0.0988
"CR4"	"M"	7.9	0.0879	0.0774	0.099
"CR4"	"M"	8	0.0881	0.0776	0.0992
"CR4"	"M"	8.1	0.0882	0.0778	0.0994
"CR4"	"M"	8.2	0.0884	0.078	0.0996
"CR4"	"M"	8.3	0.0886	0.0782	0.0998
"CR4"	"M"	8.4	0.0888	0.0784	0.0999
"CR4"	"M"	8.5	0.089	0.0785	0.1001
"CR4"	"M"	8.6	0.0891	0.0787	0.1003
"CR4"	"M"	8.7	0.0893	0.0789	0.1004
"CR4"	"M"	8.8	0.0895	0.0791	0.1006
"CR4"	"M"	8.9	0.0896	0.0792	0.1008
"CR4"	"M"	9	0.0898	0.0794	0.1009
"CR4"	"M"	9.1	0.09	0.0795	0.1011
"CR4"	"M"	9.2	0.0901	0.0797	0.1013
"CR4"	"M"	9.3	0.0902	0.0799	0.1014
"CR4"	"M"	9.4	0.0904	0.08	0.1016
"CR4"	"M"	9.5	0.0905	0.0802	0.1017
"CR4"	"M"	9.6	0.0907	0.0803	0.1018
"CR4"	"M"	9.7	0.0908	0.0804	0.102
"CR4"	"M"	9.8	0.091	0.0806	0.1021
"CR4"	"M"	9.9	0.0911	0.0808	0.1022
"CR4"	"M"	10	0.0912	0.0809	0.1024
"CR4"	"M"	10.1	0.0913	0.081	0.1025
"CR4"	"M"	10.2	0.0915	0.0812	0.1027
"CR4"	"M"	10.3	0.0916	0.0813	0.1028
"CR4"	"M"	10.4	0.0917	0.0814	0.1029
"CR4"	"M"	10.5	0.0918	0.0815	0.103
"CR4"	"M"	10.6	0.092	0.0816	0.1031
"CR4"	"M"	10.7	0.0921	0.0818	0.1032
"CR4"	"M"	10.8	0.0922	0.0819	0.1034
"CR4"	"M"	10.9	0.0923	0.082	0.1035
"CR4"	"M"	11	0.0924	0.0821	0.1036
"CR4"	"M"	11.1	0.0925	0.0822	0.1037
"CR4"	"M"	11.2	0.0926	0.0824	0.1038
"CR4"	"M"	11.3	0.0927	0.0824	0.1039
"CR4"	"M"	11.4	0.0928	0.0826	0.104
"CR4"	"M"	11.5	0.0929	0.0827	0.1041
"CR4"	"M"	11.6	0.093	0.0828	0.1042
"CR4"	"M"	11.7	0.0931	0.0829	0.1043
"CR4"	"M"	11.8	0.0932	0.083	0.1044
"CR4"	"M"	11.9	0.0933	0.0831	0.1045
"CR4"	"M"	12	0.0934	0.0832	0.1046
"CR4"	"M"	12.1	0.0935	0.0833	0.1047
"CR4"	"M"	12.2	0.0936	0.0834	0.1048
"CR4"	"M"	12.3	0.0937	0.0835	0.1049
"CR4"	"M"	12.4	0.0938	0.0836	0.105
"CR4"	"M"	12.5	0.0939	0.0837	0.1051
"CR4"	"M"	12.6	0.094	0.0838	0.1052
"CR4"	"M"	12.7	0.094	0.0838	0.1052
"CR4"	"M"	12.8	0.0941	0.0839	0.1053
"CR4"	"M"	12.9	0.0942	0.084	0.1054
"CR4"	"M"	13	0.0943	0.0841	0.1055
"CR4"	"M"	13.1	0.0944	0.0842	0.1056
"CR4"	"M"	13.2	0.0945	0.0843	0.1056
"CR4"	"M"	13.3	0.0945	0.0844	0.1057
"CR4"	"M"	13.4	0.0946	0.0844	0.1058
"CR4"	"M"	13.5	0.0947	0.0845	0.1059
"CR4"	"M"	13.6	0.0948	0.0846	0.106
"CR4"	"M"	13.7	0.0948	0.0847	0.1061
"CR4"	"M"	13.8	0.0949	0.0848	0.1061
"CR4"	"M"	13.9	0.095	0.0848	0.1062
"CR4"	"M"	14	0.095	0.0849	0.1063
"CR4"	"M"	14.1	0.0951	0.085	0.1063
"CR4"	"M"	14.2	0.0952	0.0851	0.1064
"CR4"	"M"	14.3	0.0952	0.0852	0.1065
"CR4"	"M"	14.4	0.0953	0.0852	0.1066
"CR4"	"M"	14.5	0.0954	0.0853	0.1066
"CR4"	"M"	14.6	0.0955	0.0853	0.1067
"CR4"	"M"	14.7	0.0955	0.0854	0.1067
"CR4"	"M"	14.8	0.0956	0.0855	0.1068
"CR4"	"M"	14.9	0.0956	0.0856	0.1069
"CR4"	"M"	15	0.0957	0.0856	0.1069
"CR5"	"M"	0.1	0.0025	0.002	0.003
"CR5"	"M"	0.2	0.0049	0.00392	0.00588
"CR5"	"M"	0.3	0.0073	0.00584	0.00876
"CR5"	"M"	0.4	0.0096	0.00768	0.01152
"CR5"	"M"	0.5	0.0118	0.00944	0.01416
"CR5"	"M"	0.6	0.014	0.0112	0.0168
"CR5"	"M"	0.7	0.0162	0.01296	0.01944
"CR5"	"M"	0.8	0.0182	0.01456	0.02184
"CR5"	"M"	0.9	0.0203	0.01624	0.02436
"CR5"	"M"	1	0.0222	0.01776	0.02664
"CR5"	"M"	1.1	0.0241	0.01928	0.02892
"CR5"	"M"	1.2	0.026	0.0208	0.0312
"CR5"	"M"	1.3	0.0278	0.02224	0.03336
"CR5"	"M"	1.4	0.0296	0.02368	0.03552
"CR5"	"M"	1.5	0.0313	0.02504	0.03756
"CR5"	"M"	1.6	0.033	0.0264	0.0396
"CR5"	"M"	1.7	0.0347	0.02776	0.04164
"CR5"	"M"	1.8	0.0363	0.02904	0.04356
"CR5"	"M"	1.9	0.0379	0.03032	0.04548
"CR5"	"M"	2	0.0394	0.03152	0.04728
"CR5"	"M"	2.1	0.0409	0.03272	0.04908
"CR5"	"M"	2.2	0.0424	0.03392	0.05088
"CR5"	"M"	2.3	0.0438	0.03504	0.05256
"CR5"	"M"	2.4	0.0452	0.03616	0.05424
"CR5"	"M"	2.5	0.0466	0.03728	0.05592
"CR5"	"M"	2.6	0.048	0.0384	0.0576
"CR5"	"M"	2.7	0.0493	0.03944	0.05916
"CR5"	"M"	2.8	0.0506	0.04048	0.06072
"CR5"	"M"	2.9	0.0519	0.04152	0.06228
"CR5"	"M"	3	0.0531	0.04248	0.06372
"CR5"	"M"	3.1	0.0543	0.04344	0.06516
"CR5"	"M"	3.2	0.0555	0.0444	0.0666
"CR5"	"M"	3.3	0.0567	0.04536	0.06804
"CR5"	"M"	3.4	0.0578	0.04624	0.06936
"CR5"	"M"	3.5	0.059	0.0472	0.0708
"CR5"	"M"	3.6	0.06	0.048	0.072
"CR5"	"M"	3.7	0.0612	0.04896	0.07344
"CR5"	"M"	3.8	0.0622	0.04976	0.07464
"CR5"	"M"	3.9	0.0632	0.05056	0.07584
"CR5"	"M"	4	0.0643	0.05144	0.07716
"CR5"	"M"	4.1	0.0653	0.05224	0.07836
"CR5"	"M"	4.2	0.0662	0.05296	0.07944
"CR5"	"M"	4.3	0.0672	0.05376	0.08064
"CR5"	"M"	4.4	0.0682	0.05456	0.08184
"CR5"	"M"	4.5	0.0691	0.05528	0.08292
"CR5"	"M"	4.6	0.07	0.056	0.084
"CR5"	"M"	4.7	0.0709	0.05672	0.08508
"CR5"	"M"	4.8	0.0718	0.05744	0.08616
"CR5"	"M"	4.9	0.0726	0.05808	0.08712
"CR5"	"M"	5	0.0735	0.0588	0.0882
"CR5"	"M"	5.1	0.0743	0.05944	0.08916
"CR5"	"M"	5.2	0.0751	0.06008	0.09012
"CR5"	"M"	5.3	0.076	0.0608	0.0912
"CR5"	"M"	5.4	0.0767	0.06136	0.09204
"CR5"	"M"	5.5	0.0775	0.062	0.093
"CR5"	"M"	5.6	0.0783	0.06264	0.09396
"CR5"	"M"	5.7	0.079	0.0632	0.0948
"CR5"	"M"	5.8	0.0798	0.06384	0.09576
"CR5"	"M"	5.9	0.0805	0.0644	0.0966
"CR5"	"M"	6	0.0812	0.06496	0.09744
"CR5"	"M"	6.1	0.0819	0.06552	0.09828
"CR5"	"M"	6.2	0.0826	0.06608	0.09912
"CR5"	"M"	6.3	0.0833	0.06664	0.09996
"CR5"	"M"	6.4	0.084	0.0672	0.1008
"CR5"	"M"	6.5	0.0847	0.06776	0.10164
"CR5"	"M"	6.6	0.0853	0.06824	0.10236
"CR5"	"M"	6.7	0.086	0.0688	0.1032
"CR5"	"M"	6.8	0.0866	0.06928	0.10392
"CR5"	"M"	6.9	0.0872	0.06976	0.10464
"CR5"	"M"	7	0.0878	0.07024	0.10536
"CR5"	"M"	7.1	0.0884	0.07072	0.10608
"CR5"	"M"	7.2	0.0891	0.07128	0.10692
"CR5"	"M"	7.3	0.0896	0.07168	0.10752
"CR5"	"M"	7.4	0.0902	0.07216	0.10824
"CR5"	"M"	7.5	0.0908	0.07264	0.10896
"CR5"	"M"	7.6	0.0914	0.07312	0.10968
"CR5"	"M"	7.7	0.0919	0.07352	0.11028
"CR5"	"M"	7.8	0.0925	0.074	0.111
"CR5"	"M"	7.9	0.093	0.0744	0.1116
"CR5"	"M"	8	0.0935	0.0748	0.1122
"CR5"	"M"	8.1	0.094	0.0752	0.1128
"CR5"	"M"	8.2	0.0946	0.07568	0.11352
"CR5"	"M"	8.3	0.0951	0.07608	0.11412
"CR5"	"M"	8.4	0.0956	0.07648	0.11472
"CR5"	"M"	8.5	0.0961	0.07688	0.11532
"CR5"	"M"	8.6	0.0966	0.07728	0.11592
"CR5"	"M"	8.7	0.0971	0.07768	0.11652
"CR5"	"M"	8.8	0.0975	0.078	0.117
"CR5"	"M"	8.9	0.098	0.0784	0.1176
"CR5"	"M"	9	0.0985	0.0788	0.1182
"CR5"	"M"	9.1	0.0989	0.07912	0.11868
"CR5"	"M"	9.2	0.0994	0.07952	0.11928
"CR5"	"M"	9.3	0.0998	0.07984	0.11976
"CR5"	"M"	9.4	0.1003	0.08024	0.12036
"CR5"	"M"	9.5	0.1007	0.08056	0.12084
"CR5"	"M"	9.6	0.1012	0.08096	0.12144
"CR5"	"M"	9.7	0.1016	0.08128	0.12192
"CR5"	"M"	9.8	0.102	0.0816	0.1224
"CR5"	"M"	9.9	0.1024	0.08192	0.12288
"CR5"	"M"	10	0.1028	0.08224	0.12336
"CR5"	"M"	10.1	0.1032	0.08256	0.12384
"CR5"	"M"	10.2	0.1037	0.08296	0.12444
"CR5"	"M"	10.3	0.1041	0.08328	0.12492
"CR5"	"M"	10.4	0.1044	0.08352	0.12528
"CR5"	"M"	10.5	0.1048	0.08384	0.12576
"CR5"	"M"	10.6	0.1052	0.08416	0.12624
"CR5"	"M"	10.7	0.1056	0.08448	0.12672
"CR5"	"M"	10.8	0.106	0.0848	0.1272
"CR5"	"M"	10.9	0.1063	0.08504	0.12756
"CR5"	"M"	11	0.1067	0.08536	0.12804
"CR5"	"M"	11.1	0.1071	0.08568	0.12852
"CR5"	"M"	11.2	0.1074	0.08592	0.12888
"CR5"	"M"	11.3	0.1078	0.08624	0.12936
"CR5"	"M"	11.4	0.1081	0.08648	0.12972
"CR5"	"M"	11.5	0.1085	0.0868	0.1302
"CR5"	"M"	11.6	0.1088	0.08704	0.13056
"CR5"	"M"	11.7	0.1091	0.08728	0.13092
"CR5"	"M"	11.8	0.1095	0.0876	0.1314
"CR5"	"M"	11.9	0.1098	0.08784	0.13176
"CR5"	"M"	12	0.1101	0.08808	0.13212
"CR5"	"M"	12.1	0.1105	0.0884	0.1326
"CR5"	"M"	12.2	0.1108	0.08864	0.13296
"CR5"	"M"	12.3	0.1111	0.08888	0.13332
"CR5"	"M"	12.4	0.1114	0.08912	0.13368
"CR5"	"M"	12.5	0.1117	0.08936	0.13404
"CR5"	"M"	12.6	0.112	0.0896	0.1344
"CR5"	"M"	12.7	0.1123	0.08984	0.13476
"CR5"	"M"	12.8	0.1126	0.09008	0.13512
"CR5"	"M"	12.9	0.1129	0.09032	0.13548
"CR5"	"M"	13	0.1132	0.09056	0.13584
"CR5"	"M"	13.1	0.1135	0.0908	0.1362
"CR5"	"M"	13.2	0.1138	0.09104	0.13656
"CR5"	"M"	13.3	0.1141	0.09128	0.13692
"CR5"	"M"	13.4	0.1143	0.09144	0.13716
"CR5"	"M"	13.5	0.1146	0.09168	0.13752
"CR5"	"M"	13.6	0.1149	0.09192	0.13788
"CR5"	"M"	13.7	0.1152	0.09216	0.13824
"CR5"	"M"	13.8	0.1154	0.09232	0.13848
"CR5"	"M"	13.9	0.1157	0.09256	0.13884
"CR5"	"M"	14	0.116	0.0928	0.1392
"CR5"	"M"	14.1	0.1163	0.09304	0.13956
"CR5"	"M"	14.2	0.1165	0.0932	0.1398
"CR5"	"M"	14.3	0.1168	0.09344	0.14016
"CR5"	"M"	14.4	0.117	0.0936	0.1404
"CR5"	"M"	14.5	0.1173	0.09384	0.14076
"CR5"	"M"	14.6	0.1175	0.094	0.141
"CR5"	"M"	14.7	0.1178	0.09424	0.14136
"CR5"	"M"	14.8	0.118	0.0944	0.1416
"CR5"	"M"	14.9	0.1182	0.09456	0.14184
"CR5"	"M"	15	0.1185	0.0948	0.1422
"CR6"	"M"	0.1	0.0026	0.00208	0.00312
"CR6"	"M"	0.2	0.0052	0.00416	0.00624
"CR6"	"M"	0.3	0.0076	0.00608	0.00912
"CR6"	"M"	0.4	0.0101	0.00808	0.01212
"CR6"	"M"	0.5	0.0124	0.00992	0.01488
"CR6"	"M"	0.6	0.0148	0.01184	0.01776
"CR6"	"M"	0.7	0.017	0.0136	0.0204
"CR6"	"M"	0.8	0.0193	0.01544	0.02316
"CR6"	"M"	0.9	0.0215	0.0172	0.0258
"CR6"	"M"	1	0.0236	0.01888	0.02832
"CR6"	"M"	1.1	0.0256	0.02048	0.03072
"CR6"	"M"	1.2	0.0277	0.02216	0.03324
"CR6"	"M"	1.3	0.0297	0.02376	0.03564
"CR6"	"M"	1.4	0.0316	0.02528	0.03792
"CR6"	"M"	1.5	0.0335	0.0268	0.0402
"CR6"	"M"	1.6	0.0354	0.02832	0.04248
"CR6"	"M"	1.7	0.0372	0.02976	0.04464
"CR6"	"M"	1.8	0.039	0.0312	0.0468
"CR6"	"M"	1.9	0.0408	0.03264	0.04896
"CR6"	"M"	2	0.0425	0.034	0.051
"CR6"	"M"	2.1	0.0442	0.03536	0.05304
"CR6"	"M"	2.2	0.0458	0.03664	0.05496
"CR6"	"M"	2.3	0.0474	0.03792	0.05688
"CR6"	"M"	2.4	0.0491	0.03928	0.05892
"CR6"	"M"	2.5	0.0506	0.04048	0.06072
"CR6"	"M"	2.6	0.0522	0.04176	0.06264
"CR6"	"M"	2.7	0.0537	0.04296	0.06444
"CR6"	"M"	2.8	0.0551	0.04408	0.06612
"CR6"	"M"	2.9	0.0566	0.04528	0.06792
"CR6"	"M"	3	0.058	0.0464	0.0696
"CR6"	"M"	3.1	0.0594	0.04752	0.07128
"CR6"	"M"	3.2	0.0608	0.04864	0.07296
"CR6"	"M"	3.3	0.0621	0.04968	0.07452
"CR6"	"M"	3.4	0.0634	0.05072	0.07608
"CR6"	"M"	3.5	0.0647	0.05176	0.07764
"CR6"	"M"	3.6	0.066	0.0528	0.0792
"CR6"	"M"	3.7	0.0673	0.05384	0.08076
