"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"	"IngesPLCI"	"IngesPUCI"
"CR3"	"C"	6.8	0.0434	0.0363	0.0504	0.03472	0.05208
"CR3"	"C"	6.9	0.0436	0.0364	0.0509	0.03488	0.05232
"CR3"	"C"	7	0.0439	0.0365	0.0513	0.03512	0.05268
"CR3"	"C"	7.1	0.0441	0.0366	0.0517	0.03528	0.05292
"CR3"	"C"	7.2	0.0444	0.0367	0.0521	0.03552	0.05328
"CR3"	"C"	7.3	0.0446	0.0368	0.0525	0.03568	0.05352
"CR3"	"C"	7.4	0.0449	0.0369	0.0529	0.03592	0.05388
"CR3"	"C"	7.5	0.0451	0.0369	0.0533	0.03608	0.05412
"CR3"	"C"	7.6	0.0453	0.037	0.0537	0.03624	0.05436
"CR3"	"C"	7.7	0.0456	0.0371	0.054	0.03648	0.05472
"CR3"	"C"	7.8	0.0458	0.0372	0.0544	0.03664	0.05496
"CR3"	"C"	7.9	0.046	0.0373	0.0548	0.0368	0.0552
"CR3"	"C"	8	0.0462	0.0373	0.0552	0.03696	0.05544
"CR3"	"C"	8.1	0.0465	0.0374	0.0555	0.0372	0.0558
"CR3"	"C"	8.2	0.0467	0.0375	0.0559	0.03736	0.05604
"CR3"	"C"	8.3	0.0469	0.03752	0.0562	0.03752	0.05628
"CR3"	"C"	8.4	0.0471	0.03768	0.05652	0.03768	0.05652
"CR3"	"C"	8.5	0.0473	0.03784	0.05676	0.03784	0.05676
"CR3"	"C"	8.6	0.0475	0.038	0.057	0.038	0.057
"CR3"	"C"	8.7	0.0477	0.03816	0.05724	0.03816	0.05724
"CR3"	"C"	8.8	0.0479	0.03832	0.05748	0.03832	0.05748
"CR3"	"C"	8.9	0.0481	0.03848	0.05772	0.03848	0.05772
"CR3"	"C"	9	0.0483	0.03864	0.05796	0.03864	0.05796
"CR3"	"C"	9.1	0.0484	0.03872	0.05808	0.03872	0.05808
"CR3"	"C"	9.2	0.0486	0.03888	0.05832	0.03888	0.05832
"CR3"	"C"	9.3	0.0488	0.03904	0.05856	0.03904	0.05856
"CR3"	"C"	9.4	0.049	0.0392	0.0588	0.0392	0.0588
"CR3"	"C"	9.5	0.0492	0.03936	0.05904	0.03936	0.05904
"CR3"	"C"	9.6	0.0493	0.03944	0.05916	0.03944	0.05916
"CR3"	"C"	9.7	0.0495	0.0396	0.0594	0.0396	0.0594
"CR3"	"C"	9.8	0.0497	0.03976	0.05964	0.03976	0.05964
"CR3"	"C"	9.9	0.0498	0.03984	0.05976	0.03984	0.05976
"CR3"	"C"	10	0.05	0.04	0.06	0.04	0.06
"CR3"	"C"	10.1	0.0502	0.04016	0.06024	0.04016	0.06024
"CR3"	"C"	10.2	0.0503	0.04024	0.06036	0.04024	0.06036
"CR3"	"C"	10.3	0.0505	0.0404	0.0606	0.0404	0.0606
"CR3"	"C"	10.4	0.0506	0.04048	0.06072	0.04048	0.06072
"CR3"	"C"	10.5	0.0508	0.04064	0.06096	0.04064	0.06096
"CR3"	"C"	10.6	0.0509	0.04072	0.06108	0.04072	0.06108
"CR3"	"C"	10.7	0.0511	0.04088	0.06132	0.04088	0.06132
"CR3"	"C"	10.8	0.0512	0.04096	0.06144	0.04096	0.06144
"CR3"	"C"	10.9	0.0514	0.04112	0.06168	0.04112	0.06168
"CR3"	"C"	11	0.0515	0.0412	0.0618	0.0412	0.0618
"CR3"	"C"	11.1	0.0517	0.04136	0.06204	0.04136	0.06204
"CR3"	"C"	11.2	0.0518	0.04144	0.06216	0.04144	0.06216
"CR3"	"C"	11.3	0.052	0.0416	0.0624	0.0416	0.0624
"CR3"	"C"	11.4	0.0521	0.04168	0.06252	0.04168	0.06252
"CR3"	"C"	11.5	0.0522	0.04176	0.06264	0.04176	0.06264
"CR3"	"C"	11.6	0.0524	0.04192	0.06288	0.04192	0.06288
"CR3"	"C"	11.7	0.0525	0.042	0.063	0.042	0.063
"CR3"	"C"	11.8	0.0526	0.04208	0.06312	0.04208	0.06312
"CR3"	"C"	11.9	0.0528	0.04224	0.06336	0.04224	0.06336
"CR3"	"C"	12	0.0529	0.04232	0.06348	0.04232	0.06348
"CR3"	"C"	12.1	0.053	0.0424	0.0636	0.0424	0.0636
"CR3"	"C"	12.2	0.0531	0.04248	0.06372	0.04248	0.06372
"CR3"	"C"	12.3	0.0533	0.04264	0.06396	0.04264	0.06396
"CR3"	"C"	12.4	0.0534	0.04272	0.06408	0.04272	0.06408
"CR3"	"C"	12.5	0.0535	0.0428	0.0642	0.0428	0.0642
"CR3"	"C"	12.6	0.0536	0.04288	0.06432	0.04288	0.06432
"CR3"	"C"	12.7	0.0537	0.04296	0.06444	0.04296	0.06444
"CR3"	"C"	12.8	0.0538	0.04304	0.06456	0.04304	0.06456
"CR3"	"C"	12.9	0.054	0.0432	0.0648	0.0432	0.0648
"CR3"	"C"	13	0.0541	0.04328	0.06492	0.04328	0.06492
"CR3"	"C"	13.1	0.0542	0.04336	0.06504	0.04336	0.06504
"CR3"	"C"	13.2	0.0543	0.04344	0.06516	0.04344	0.06516
"CR3"	"C"	13.3	0.0544	0.04352	0.06528	0.04352	0.06528
"CR3"	"C"	13.4	0.0545	0.0436	0.0654	0.0436	0.0654
"CR3"	"C"	13.5	0.0546	0.04368	0.06552	0.04368	0.06552
"CR3"	"C"	13.6	0.0547	0.04376	0.06564	0.04376	0.06564
"CR3"	"C"	13.7	0.0548	0.04384	0.06576	0.04384	0.06576
"CR3"	"C"	13.8	0.0549	0.04392	0.06588	0.04392	0.06588
"CR3"	"C"	13.9	0.055	0.044	0.066	0.044	0.066
"CR3"	"C"	14	0.0551	0.04408	0.06612	0.04408	0.06612
"CR3"	"C"	14.1	0.0552	0.04416	0.06624	0.04416	0.06624
"CR3"	"C"	14.2	0.0553	0.04424	0.06636	0.04424	0.06636
"CR3"	"C"	14.3	0.0554	0.04432	0.06648	0.04432	0.06648
"CR3"	"C"	14.4	0.0555	0.0444	0.0666	0.0444	0.0666
"CR3"	"C"	14.5	0.0556	0.04448	0.06672	0.04448	0.06672
"CR3"	"C"	14.6	0.0557	0.04456	0.06684	0.04456	0.06684
"CR3"	"C"	14.7	0.0558	0.04464	0.06696	0.04464	0.06696
"CR3"	"C"	14.8	0.0559	0.04472	0.06708	0.04472	0.06708
"CR3"	"C"	14.9	0.056	0.0448	0.0672	0.0448	0.0672
"CR3"	"C"	15	0.0561	0.04488	0.06732	0.04488	0.06732
"CR3"	"L"	0.1	0.0011	0.00088	0.00132	0.00088	0.00132
"CR3"	"L"	0.2	0.002	0.0016	0.0024	0.0016	0.0024
"CR3"	"L"	0.3	0.0028	0.00224	0.00336	0.00224	0.00336
"CR3"	"L"	0.4	0.0034	0.00272	0.00408	0.00272	0.00408
"CR3"	"L"	0.5	0.004	0.0032	0.0048	0.0032	0.0048
"CR3"	"L"	0.6	0.0044	0.00352	0.00528	0.00352	0.00528
"CR3"	"L"	0.7	0.0048	0.00384	0.00576	0.00384	0.00576
"CR3"	"L"	0.8	0.0052	0.00416	0.00624	0.00416	0.00624
"CR3"	"L"	0.9	0.0055	0.0044	0.0066	0.0044	0.0066
"CR3"	"L"	1	0.0058	0.00464	0.00696	0.00464	0.00696
"CR3"	"L"	1.1	0.006	0.0048	0.0072	0.0048	0.0072
"CR3"	"L"	1.2	0.0063	0.00504	0.00756	0.00504	0.00756
"CR3"	"L"	1.3	0.0065	0.0052	0.0078	0.0052	0.0078
"CR3"	"L"	1.4	0.0066	0.00528	0.00792	0.00528	0.00792
"CR3"	"L"	1.5	0.0068	0.00544	0.00816	0.00544	0.00816
"CR3"	"L"	1.6	0.007	0.0056	0.0084	0.0056	0.0084
"CR3"	"L"	1.7	0.0071	0.00568	0.00852	0.00568	0.00852
"CR3"	"L"	1.8	0.0073	0.00584	0.00876	0.00584	0.00876
"CR3"	"L"	1.9	0.0074	0.00592	0.00888	0.00592	0.00888
"CR3"	"L"	2	0.0075	0.006	0.009	0.006	0.009
"CR3"	"L"	2.1	0.0076	0.00608	0.00912	0.00608	0.00912
"CR3"	"L"	2.2	0.0077	0.00616	0.00924	0.00616	0.00924
"CR3"	"L"	2.3	0.0078	0.00624	0.00936	0.00624	0.00936
"CR3"	"L"	2.4	0.0079	0.00632	0.00948	0.00632	0.00948
"CR3"	"L"	2.5	0.008	0.0064	0.0096	0.0064	0.0096
"CR3"	"L"	2.6	0.0081	0.00648	0.00972	0.00648	0.00972
"CR3"	"L"	2.7	0.0081	0.00648	0.00972	0.00648	0.00972
"CR3"	"L"	2.8	0.0082	0.00656	0.00984	0.00656	0.00984
"CR3"	"L"	2.9	0.0083	0.00664	0.00996	0.00664	0.00996
"CR3"	"L"	3	0.0083	0.00664	0.00996	0.00664	0.00996
"CR3"	"L"	3.1	0.0084	0.00672	0.01008	0.00672	0.01008
"CR3"	"L"	3.2	0.0084	0.00672	0.01008	0.00672	0.01008
"CR3"	"L"	3.3	0.0085	0.0068	0.0102	0.0068	0.0102
"CR3"	"L"	3.4	0.0085	0.0068	0.0102	0.0068	0.0102
"CR3"	"L"	3.5	0.0086	0.00688	0.01032	0.00688	0.01032
"CR3"	"L"	3.6	0.0086	0.00688	0.01032	0.00688	0.01032
"CR3"	"L"	3.7	0.0087	0.00696	0.01044	0.00696	0.01044
"CR3"	"L"	3.8	0.0087	0.00696	0.01044	0.00696	0.01044
"CR3"	"L"	3.9	0.0088	0.00704	0.01056	0.00704	0.01056
"CR3"	"L"	4	0.0088	0.00704	0.01056	0.00704	0.01056
"CR3"	"L"	4.1	0.0088	0.00704	0.01056	0.00704	0.01056
"CR3"	"L"	4.2	0.0089	0.00712	0.01068	0.00712	0.01068
"CR3"	"L"	4.3	0.0089	0.00712	0.01068	0.00712	0.01068
"CR3"	"L"	4.4	0.009	0.0072	0.0108	0.0072	0.0108
"CR3"	"L"	4.5	0.009	0.0072	0.0108	0.0072	0.0108
"CR3"	"L"	4.6	0.009	0.0072	0.0108	0.0072	0.0108
"CR3"	"L"	4.7	0.009	0.0072	0.0108	0.0072	0.0108
"CR3"	"L"	4.8	0.0091	0.00728	0.01092	0.00728	0.01092
"CR3"	"L"	4.9	0.0091	0.00728	0.01092	0.00728	0.01092
"CR3"	"L"	5	0.0091	0.00728	0.01092	0.00728	0.01092
"CR3"	"L"	5.1	0.0092	0.00736	0.01104	0.00736	0.01104
"CR3"	"L"	5.2	0.0092	0.00736	0.01104	0.00736	0.01104
"CR3"	"L"	5.3	0.0092	0.00736	0.01104	0.00736	0.01104
"CR3"	"L"	5.4	0.0092	0.00736	0.01104	0.00736	0.01104
"CR3"	"L"	5.5	0.0093	0.00744	0.01116	0.00744	0.01116
"CR3"	"L"	5.6	0.0093	0.00744	0.01116	0.00744	0.01116
"CR3"	"L"	5.7	0.0093	0.00744	0.01116	0.00744	0.01116
"CR3"	"L"	5.8	0.0093	0.00744	0.01116	0.00744	0.01116
"CR3"	"L"	5.9	0.0093	0.00744	0.01116	0.00744	0.01116
"CR3"	"L"	6	0.0094	0.00752	0.01128	0.00752	0.01128
"CR3"	"L"	6.1	0.0094	0.00752	0.01128	0.00752	0.01128
"CR3"	"L"	6.2	0.0094	0.00752	0.01128	0.00752	0.01128
"CR3"	"L"	6.3	0.0094	0.00752	0.01128	0.00752	0.01128
"CR3"	"L"	6.4	0.0094	0.00752	0.01128	0.00752	0.01128
"CR3"	"L"	6.5	0.0094	0.00752	0.01128	0.00752	0.01128
"CR3"	"L"	6.6	0.0095	0.0076	0.0114	0.0076	0.0114
"CR3"	"L"	6.7	0.0095	0.0076	0.0114	0.0076	0.0114
"CR3"	"L"	6.8	0.0095	0.0076	0.0114	0.0076	0.0114
"CR3"	"L"	6.9	0.0095	0.0076	0.0114	0.0076	0.0114
"CR3"	"L"	7	0.0095	0.0076	0.0114	0.0076	0.0114
"CR3"	"L"	7.1	0.0095	0.0076	0.0114	0.0076	0.0114
"CR3"	"L"	7.2	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.3	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.4	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.5	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.6	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.7	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.8	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	7.9	0.0096	0.00768	0.01152	0.00768	0.01152
"CR3"	"L"	8	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.1	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.2	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.3	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.4	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.5	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.6	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.7	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.8	0.0097	0.00776	0.01164	0.00776	0.01164
"CR3"	"L"	8.9	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.1	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.2	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.3	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.4	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.5	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.6	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.7	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.8	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	9.9	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	10	0.0098	0.00784	0.01176	0.00784	0.01176
"CR3"	"L"	10.1	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.2	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.3	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.4	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.5	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.6	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.7	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.8	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	10.9	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11.1	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11.2	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11.3	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11.4	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11.5	0.0099	0.00792	0.01188	0.00792	0.01188
"CR3"	"L"	11.6	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	11.7	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	11.8	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	11.9	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.1	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.2	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.3	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.4	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.5	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.6	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.7	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.8	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	12.9	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13.1	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13.2	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13.3	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13.4	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13.5	0.01	0.008	0.012	0.008	0.012
"CR3"	"L"	13.6	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	13.7	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	13.8	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	13.9	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.1	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.2	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.3	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.4	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.5	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.6	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.7	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.8	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	14.9	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"L"	15	0.0101	0.00808	0.01212	0.00808	0.01212
"CR3"	"M"	0.1	3e-04	0.00024	0.00036	0.00024	0.00036
"CR3"	"M"	0.2	6e-04	0.00048	0.00072	0.00048	0.00072
"CR3"	"M"	0.3	9e-04	0.00072	0.00108	0.00072	0.00108
"CR3"	"M"	0.4	0.0012	0.00096	0.00144	0.00096	0.00144
"CR3"	"M"	0.5	0.0015	0.0012	0.0018	0.0012	0.0018
"CR3"	"M"	0.6	0.0018	0.00144	0.00216	0.00144	0.00216
"CR3"	"M"	0.7	0.002	0.0016	0.0024	0.0016	0.0024
"CR3"	"M"	0.8	0.0023	0.00184	0.00276	0.00184	0.00276
"CR3"	"M"	0.9	0.0026	0.00208	0.00312	0.00208	0.00312
"CR3"	"M"	1	0.0029	0.00232	0.00348	0.00232	0.00348
"CR3"	"M"	1.1	0.0032	0.00256	0.00384	0.00256	0.00384
"CR3"	"M"	1.2	0.0034	0.00272	0.00408	0.00272	0.00408
"CR3"	"M"	1.3	0.0037	0.00296	0.00444	0.00296	0.00444
"CR3"	"M"	1.4	0.004	0.0032	0.0048	0.0032	0.0048
"CR3"	"M"	1.5	0.0042	0.00336	0.00504	0.00336	0.00504
"CR3"	"M"	1.6	0.0045	0.0036	0.0054	0.0036	0.0054
"CR3"	"M"	1.7	0.0047	0.00376	0.00564	0.00376	0.00564
"CR3"	"M"	1.8	0.005	0.004	0.006	0.004	0.006
"CR3"	"M"	1.9	0.0053	0.00424	0.0063	0.00424	0.00636
"CR3"	"M"	2	0.0055	0.0044	0.0066	0.0044	0.0066
"CR3"	"M"	2.1	0.0058	0.00464	0.0069	0.00464	0.00696
"CR3"	"M"	2.2	0.006	0.0048	0.0072	0.0048	0.0072
"CR3"	"M"	2.3	0.0062	0.0051	0.0074	0.00496	0.00744
"CR3"	"M"	2.4	0.0065	0.0053	0.0077	0.0052	0.0078
"CR3"	"M"	2.5	0.0067	0.0055	0.0079	0.00536	0.00804
"CR3"	"M"	2.6	0.007	0.0057	0.0082	0.0056	0.0084
"CR3"	"M"	2.7	0.0072	0.006	0.0084	0.00576	0.00864
"CR3"	"M"	2.8	0.0074	0.0062	0.0087	0.00592	0.00888
"CR3"	"M"	2.9	0.0077	0.0064	0.0089	0.00616	0.00924
"CR3"	"M"	3	0.0079	0.0066	0.0092	0.00632	0.00948
"CR3"	"M"	3.1	0.0081	0.0069	0.0094	0.00648	0.00972
"CR3"	"M"	3.2	0.0084	0.0071	0.0096	0.00672	0.01008
"CR3"	"M"	3.3	0.0086	0.0073	0.0099	0.00688	0.01032
"CR3"	"M"	3.4	0.0088	0.0075	0.0101	0.00704	0.01056
"CR3"	"M"	3.5	0.009	0.0078	0.0103	0.0072	0.0108
"CR3"	"M"	3.6	0.0092	0.008	0.0105	0.00736	0.01104
"CR3"	"M"	3.7	0.0095	0.0082	0.0107	0.0076	0.0114
"CR3"	"M"	3.8	0.0097	0.0084	0.0109	0.00776	0.01164
"CR3"	"M"	3.9	0.0099	0.0086	0.0111	0.00792	0.01188
"CR3"	"M"	4	0.0101	0.0089	0.0114	0.00808	0.01212
"CR3"	"M"	4.1	0.0103	0.0091	0.0116	0.00824	0.01236
"CR3"	"M"	4.2	0.0105	0.0093	0.0118	0.0084	0.0126
"CR3"	"M"	4.3	0.0107	0.0095	0.012	0.00856	0.01284
"CR3"	"M"	4.4	0.0109	0.0097	0.0122	0.00872	0.01308
"CR3"	"M"	4.5	0.0111	0.0099	0.0123	0.00888	0.01332
"CR3"	"M"	4.6	0.0113	0.0102	0.0125	0.00904	0.01356
"CR3"	"M"	4.7	0.0115	0.0104	0.0127	0.0092	0.0138
"CR3"	"M"	4.8	0.0117	0.0106	0.0129	0.00936	0.01404
"CR3"	"M"	4.9	0.0119	0.0108	0.0131	0.00952	0.01428
"CR3"	"M"	5	0.0121	0.011	0.0133	0.00968	0.01452
"CR3"	"M"	5.1	0.0123	0.0112	0.0135	0.00984	0.01476
"CR3"	"M"	5.2	0.0125	0.0114	0.0136	0.01	0.015
"CR3"	"M"	5.3	0.0127	0.0116	0.0138	0.01016	0.01524
"CR3"	"M"	5.4	0.0129	0.0118	0.014	0.01032	0.01548
"CR3"	"M"	5.5	0.0131	0.012	0.0142	0.01048	0.01572
"CR3"	"M"	5.6	0.0133	0.0122	0.0144	0.01064	0.01596
"CR3"	"M"	5.7	0.0135	0.0124	0.0145	0.0108	0.0162
"CR3"	"M"	5.8	0.0136	0.0126	0.0147	0.01088	0.01632
"CR3"	"M"	5.9	0.0138	0.0128	0.0149	0.01104	0.01656
"CR3"	"M"	6	0.014	0.0129	0.0151	0.0112	0.0168
"CR3"	"M"	6.1	0.0142	0.0131	0.0152	0.01136	0.01704
"CR3"	"M"	6.2	0.0144	0.0133	0.0154	0.01152	0.01728
"CR3"	"M"	6.3	0.0145	0.0135	0.0156	0.0116	0.0174
"CR3"	"M"	6.4	0.0147	0.0137	0.0158	0.01176	0.01764
"CR3"	"M"	6.5	0.0149	0.0138	0.016	0.01192	0.01788
"CR3"	"M"	6.6	0.0151	0.014	0.0161	0.01208	0.01812
"CR3"	"M"	6.7	0.0152	0.0141	0.0163	0.01216	0.01824
"CR3"	"M"	6.8	0.0154	0.0143	0.0165	0.01232	0.01848
"CR3"	"M"	6.9	0.0156	0.0145	0.0167	0.01248	0.01872
"CR3"	"M"	7	0.0157	0.0146	0.0169	0.01256	0.01884
"CR3"	"M"	7.1	0.0159	0.0148	0.0171	0.01272	0.01908
"CR3"	"M"	7.2	0.0161	0.0149	0.0172	0.01288	0.01932
"CR3"	"M"	7.3	0.0162	0.0151	0.0174	0.01296	0.01944
"CR3"	"M"	7.4	0.0164	0.0152	0.0176	0.01312	0.01968
"CR3"	"M"	7.5	0.0166	0.0153	0.0178	0.01328	0.01992
"CR3"	"M"	7.6	0.0167	0.0155	0.018	0.01336	0.02004
"CR3"	"M"	7.7	0.0169	0.0156	0.0182	0.01352	0.02028
"CR3"	"M"	7.8	0.017	0.0157	0.0184	0.0136	0.0204
"CR3"	"M"	7.9	0.0172	0.0158	0.0186	0.01376	0.02064
"CR3"	"M"	8	0.0174	0.016	0.0187	0.01392	0.02088
"CR3"	"M"	8.1	0.0175	0.0161	0.0189	0.014	0.021
"CR3"	"M"	8.2	0.0177	0.0162	0.0191	0.01416	0.02124
"CR3"	"M"	8.3	0.0178	0.0163	0.0193	0.01424	0.02136
"CR3"	"M"	8.4	0.018	0.0164	0.0195	0.0144	0.0216
"CR3"	"M"	8.5	0.0181	0.0165	0.0197	0.01448	0.02172
"CR3"	"M"	8.6	0.0183	0.0166	0.0199	0.01464	0.02196
"CR3"	"M"	8.7	0.0184	0.0167	0.0201	0.01472	0.02208
"CR3"	"M"	8.8	0.0186	0.0168	0.0203	0.01488	0.02232
"CR3"	"M"	8.9	0.0187	0.0169	0.0205	0.01496	0.02244
"CR3"	"M"	9	0.0189	0.017	0.0207	0.01512	0.02268
"CR3"	"M"	9.1	0.019	0.0171	0.0209	0.0152	0.0228
"CR3"	"M"	9.2	0.0191	0.0172	0.0211	0.01528	0.02292
"CR3"	"M"	9.3	0.0193	0.0173	0.0213	0.01544	0.02316
"CR3"	"M"	9.4	0.0194	0.0174	0.0215	0.01552	0.02328
"CR3"	"M"	9.5	0.0196	0.0175	0.0216	0.01568	0.02352
"CR3"	"M"	9.6	0.0197	0.0176	0.0218	0.01576	0.02364
"CR3"	"M"	9.7	0.0198	0.0177	0.022	0.01584	0.02376
"CR3"	"M"	9.8	0.02	0.0177	0.0222	0.016	0.024
"CR3"	"M"	9.9	0.0201	0.0178	0.0224	0.01608	0.02412
"CR3"	"M"	10	0.0203	0.0179	0.0226	0.01624	0.02436
"CR3"	"M"	10.1	0.0204	0.018	0.0228	0.01632	0.02448
"CR3"	"M"	10.2	0.0205	0.0181	0.023	0.0164	0.0246
"CR3"	"M"	10.3	0.0207	0.0181	0.0232	0.01656	0.02484
"CR3"	"M"	10.4	0.0208	0.0182	0.0234	0.01664	0.02496
"CR3"	"M"	10.5	0.0209	0.0183	0.0236	0.01672	0.02508
"CR3"	"M"	10.6	0.0211	0.0184	0.0238	0.01688	0.02532
"CR3"	"M"	10.7	0.0212	0.0184	0.024	0.01696	0.02544
"CR3"	"M"	10.8	0.0213	0.0185	0.0241	0.01704	0.02556
"CR3"	"M"	10.9	0.0214	0.0186	0.0243	0.01712	0.02568
"CR3"	"M"	11	0.0216	0.0186	0.0245	0.01728	0.02592
"CR3"	"M"	11.1	0.0217	0.0187	0.0247	0.01736	0.02604
"CR3"	"M"	11.2	0.0218	0.0188	0.0249	0.01744	0.02616
"CR3"	"M"	11.3	0.022	0.0188	0.0251	0.0176	0.0264
"CR3"	"M"	11.4	0.0221	0.0189	0.0253	0.01768	0.02652
"CR3"	"M"	11.5	0.0222	0.0189	0.0255	0.01776	0.02664
"CR3"	"M"	11.6	0.0223	0.019	0.0256	0.01784	0.02676
"CR3"	"M"	11.7	0.0224	0.0191	0.0258	0.01792	0.02688
"CR3"	"M"	11.8	0.0226	0.0191	0.026	0.01808	0.02712
"CR3"	"M"	11.9	0.0227	0.0192	0.0262	0.01816	0.02724
"CR3"	"M"	12	0.0228	0.0192	0.0264	0.01824	0.02736
"CR3"	"M"	12.1	0.0229	0.0193	0.0266	0.01832	0.02748
"CR3"	"M"	12.2	0.023	0.0193	0.0268	0.0184	0.0276
"CR3"	"M"	12.3	0.0232	0.0194	0.0269	0.01856	0.02784
"CR3"	"M"	12.4	0.0233	0.0194	0.0271	0.01864	0.02796
"CR3"	"M"	12.5	0.0234	0.0195	0.0273	0.01872	0.02808
"CR3"	"M"	12.6	0.0235	0.0195	0.0275	0.0188	0.0282
"CR3"	"M"	12.7	0.0236	0.0196	0.0277	0.01888	0.02832
"CR3"	"M"	12.8	0.0237	0.0196	0.0278	0.01896	0.02844
"CR3"	"M"	12.9	0.0239	0.0197	0.028	0.01912	0.02868
"CR3"	"M"	13	0.024	0.0197	0.0282	0.0192	0.0288
